Key: TUMOR                      Mask_Color: [197]

Key: TUMOR
   2018-04-19 12.42.14copy1.ndpi_0_48640_10240.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_46848_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_47104_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_47360_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_47616_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_47872_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_48128_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_48384_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_48640_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_51456_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_51712_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_51968_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_52224_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_52480_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_52736_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_52992_10496.tif
   2018-04-19 12.42.14copy1.ndpi_0_43008_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_43264_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_46848_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_47104_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_47360_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_47616_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_47872_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_48128_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_48384_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_50944_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_51200_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_51456_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_51712_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_51968_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_52224_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_52480_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_52736_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_52992_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_54272_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_54528_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_54784_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_55040_10752.tif
   2018-04-19 12.42.14copy1.ndpi_0_42752_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_43008_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_43264_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_46848_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_47104_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_47360_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_47616_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_47872_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_48128_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_50944_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_51200_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_51456_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_51712_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_51968_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_52224_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_52480_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_52736_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_52992_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_53760_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_54016_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_54272_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_54528_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_54784_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_55040_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_55296_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_55552_11008.tif
   2018-04-19 12.42.14copy1.ndpi_0_42496_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_42752_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_43008_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_43264_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_46848_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_47104_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_47360_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_47616_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_47872_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_49920_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_50176_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_50432_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_50688_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_50944_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_51200_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_51456_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_51712_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_51968_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_52224_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_52480_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_52736_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_52992_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_53504_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_53760_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_54016_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_54272_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_54528_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_54784_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_55040_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_55296_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_55552_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_55808_11264.tif
   2018-04-19 12.42.14copy1.ndpi_0_42240_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_42496_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_42752_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_43008_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_43264_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_46848_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_47104_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_47360_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_47616_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_49664_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_49920_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_50176_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_50432_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_50688_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_50944_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_51200_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_51456_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_51712_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_51968_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_52224_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_52480_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_52736_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_52992_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_53248_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_53504_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_53760_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_54016_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_54272_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_54528_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_54784_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_55040_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_55296_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_55552_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_55808_11520.tif
   2018-04-19 12.42.14copy1.ndpi_0_41984_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_42240_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_42496_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_42752_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_43008_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_43264_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_46848_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_47104_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_49408_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_49664_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_49920_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_50176_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_50432_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_50688_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_50944_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_51200_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_51456_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_51712_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_51968_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_52224_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_52480_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_52736_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_53248_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_53504_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_53760_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_54016_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_54272_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_54528_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_54784_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_55040_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_55296_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_55552_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_55808_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_56064_11776.tif
   2018-04-19 12.42.14copy1.ndpi_0_41984_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_42240_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_42496_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_42752_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_43008_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_43264_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_46848_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_49152_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_49408_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_49664_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_49920_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_50176_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_50432_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_50688_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_50944_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_51200_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_51456_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_51712_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_51968_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_52224_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_52480_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_52736_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_53248_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_53504_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_53760_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_54016_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_54272_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_54528_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_54784_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_55040_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_55296_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_55552_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_55808_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_56064_12032.tif
   2018-04-19 12.42.14copy1.ndpi_0_41728_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_41984_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_42240_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_42496_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_42752_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_43008_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_43264_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_48896_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_49152_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_49408_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_49664_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_49920_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_50176_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_50432_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_50688_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_50944_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_51200_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_51456_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_51712_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_51968_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_52224_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_52480_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_52736_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_52992_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_53248_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_53504_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_53760_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_54016_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_54272_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_54528_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_54784_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_55040_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_55296_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_55552_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_55808_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_56064_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_56320_12288.tif
   2018-04-19 12.42.14copy1.ndpi_0_41472_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_41728_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_41984_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_42240_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_42496_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_42752_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_43008_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_43264_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_43520_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_43776_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_44032_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_44288_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_44544_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_44800_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_45056_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_45312_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_45568_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_45824_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_46080_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_46336_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_46592_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_46848_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_47104_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_47360_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_47616_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_47872_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_48896_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_49152_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_49408_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_49664_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_49920_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_50176_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_50432_12544.tif
   2018-04-19 12.42.14copy1.ndpi_0_50688_12544.tif
